userID,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
3860,A010402,A010401,A010404,A010302,A011004,A010403,A010613,A010608,A040224,A010601
3861,B140103,B100305,B740101,B200801,B430101,B100504,B140101,B140102,B670402,B380404
3862,A010402,A010404,A010302,A010401,A010608,A010403,A010201,A020302,A010501,A010613
3863,C030401,C150405,C030901,C150101,C150301,C070101,C080201,C150302,C010206,C150401
3864,C030901,C030401,C010206,C070101,C010110,C070202,C030303,C030704,C010104,C170701
3865,A010401,A010402,A010404,A010302,A020302,A010608,A011004,A010403,A010501,A010644
3866,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A020302,A010902
3867,C030401,C150101,C030901,C150405,C070101,C150301,C010206,C150401,C150302,C080201
3868,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010101,A010602
3869,B150401,B150402,A010623,A010207,A010508,A020116,A020303,A010202,A010608,A010501
3870,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C010206,C150401
3871,C030401,C150101,C070101,C120201,B160102,B430402,C150405,C170206,C170701,C030901
3872,A010302,A010401,A011004,A010608,A010404,A010402,A010101,A010902,A010602,A010601
3873,A011004,A011001,A010202,A010612,A010106,A010608,A010302,A010404,A010401,A010101
3874,B140103,B740101,B100305,B200801,B140101,B100504,B430101,B140102,B110203,B140202
3875,B740101,B140103,B100305,B430101,B200801,B140101,B100504,B140102,B890103,B140202
3876,A020302,A010401,A040224,A011004,A010402,A010302,A020303,A040601,A010404,A060114
3877,B890103,B480301,B470104,B100305,B740101,B430101,B100501,B140103,B200801,B100504
3878,A010302,A010401,A010404,A010402,A010608,A011004,A010101,A010403,A010902,A020302
3879,A010401,A010402,A010404,A010302,A020302,A010608,A011004,A010403,A010501,A010644
3880,A010404,A010302,A010402,A010608,A010403,A010501,A010401,A010101,A011004,A010613
3881,A010401,A010402,A020302,A010302,A010404,A010608,A011004,A010403,A010644,A010501
3882,A020302,A010401,A040214,A040215,A020701,A060201,A040220,A040602,A010637,A010402
3883,A010401,A010402,A010302,A020302,A010404,A010608,A011004,A010644,A010613,A010403
3884,C150101,C030401,C150405,C070101,C030901,C150301,C150401,C150302,C010206,C080201
3885,B740101,B140103,B100305,B200801,B430101,B140101,B100504,B140102,B890103,B140202
3886,B740101,B140103,B200801,B100305,B430101,B140101,B100504,B140102,B110203,B890103
3887,A010401,A010402,A010101,A010404,A010201,A010613,A010302,A010608,A010403,A010644
3888,B140103,B740101,B100305,B430101,B210802,B200801,B140101,B100504,B380404,B380303
3889,C030401,C030901,C150405,C150101,C070101,C080201,C150301,C150401,C150302,C030404
3890,A010401,A010613,A010901,A011001,A010707,A010402,A010302,A010404,A010403,A010608
3891,A010302,A010401,A010404,A010402,A010608,A010202,A010602,A011001,A040224,A010403
3892,A010401,A010402,A020302,A010302,A010404,A010608,A011004,A010403,A010644,A010501
3893,A010401,A011004,A010608,A010302,A010402,A010404,A010613,A010101,A020302,A010403
3894,B430101,B210802,B100504,B380404,B140103,B740101,B140102,B110203,B100305,B100301
3895,A010402,A010404,A010403,A010201,A010401,A010302,A010608,A010501,A010619,A010101
3896,B140103,B740101,B430101,B140101,B100504,B100305,B210802,B521301,B051005,B140102
3897,B740101,B140103,B100305,B430101,B200801,B100504,B140101,B140102,B380404,B890103
3898,A020302,A010401,A010302,A010402,A010613,A010404,A040224,A011004,A010644,A090101
3899,A011004,A010201,B100301,B140101,A040302,A090101,A020306,A040502,A040217,A010404
3900,B430101,B740101,B380404,B100305,B890103,B100504,B140103,B200801,B051005,B480301
3901,B740101,B140103,B100305,B200801,B140101,B430101,B100504,B140102,B140202,B890103
3902,C030901,C030401,C030310,C150101,C030208,C010206,C030404,C070101,C150405,C070203
3903,C030401,C030901,C030404,C010110,C030104,C010104,C080201,C010206,C170206,C070101
3904,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B110203,B140102,B380404
3905,B140103,B430101,B740101,B210802,B380303,B100305,B200801,B140101,B100504,B140102
3906,A010404,A010402,A010302,A010401,A010608,A010403,A011004,A010501,A010101,A010613
3907,B430101,B740101,B100305,B200801,B210802,B140103,B380303,B890103,B670402,B100502
3908,A040222,A040217,A040229,A020302,A090104,A010401,A010302,A010402,A010403,A020303
3909,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A020302
3910,B740101,B430101,B140103,B200801,B100504,B140101,B100305,B110203,B380404,B140102
3911,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B210802
3912,A010401,A010302,A010402,A010404,A011004,A010608,A020302,A010403,A010613,A010902
3913,B100305,B740101,B430101,B200801,B100504,B380404,B160201,B670402,B140103,B160101
3914,C150405,C150101,C030401,C070101,C150302,C150301,C030901,C080201,C150401,C150103
3915,C030401,C030901,C150405,C150101,C070101,C080201,C150302,C150401,C170206,C150301
3916,C030401,C030901,C150405,C150101,C150301,C010206,C080201,C070101,C150302,C030208
3917,C150101,C030401,C070101,C150103,C150405,C030901,C070202,C170701,C070103,C150401
3918,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A010902,A020302
3919,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A020302,A010902
3920,A010401,A010402,A010302,A010404,A010608,A011004,A010101,A010403,A010501,A010902
3921,C150405,C150101,C030401,C150301,C030901,C070101,C150302,C150401,C010206,C150103
3922,B430101,B740101,B100504,B200801,B380303,B140103,B100502,B100305,B210802,B140101
3923,B740101,B430101,B210802,B140103,B140101,B380303,B100305,B670402,B051005,B200801
3924,A010401,A020302,A010402,A010302,A010404,A011004,A010608,A010613,A040224,A010403
3925,B100305,B740101,B210802,B521301,B200302,B460303,B890102,B120606,B180801,B140103
3926,A010404,A010302,A010608,A010401,A010402,A010101,A010403,A011004,A010501,A010202
3927,C150405,C150101,C150401,C150302,C150301,C120601,C120101,C120201,C030401,C070101
3928,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C010206,C150401
3929,B750302,B750303,B740101,B740302,B910201,B060901,B160402,B670201,B290402,B140103
3930,C030401,C030901,C150405,C150101,C080201,C150301,C070101,C150302,C010206,C150401
3931,A010401,A010402,A010302,A010404,A010608,A011004,A010403,A010101,A010902,A020302
3932,B140103,B740101,B100305,B140101,B160201,B100502,B100301,B160101,B140102,B200801
3933,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A020302,A010902
3934,A010401,A010402,A010302,A011004,A010608,A010404,A010602,A010601,A020302,A010101
3935,A010302,A010401,A011004,A010608,A010402,A010404,A010101,A010902,A020302,A010601
3936,A010404,A010402,A010302,A010608,A010401,A010403,A010101,A010501,A010201,A011004
3937,B100305,B740101,B210802,B890103,B480301,B100501,B140103,B430101,B200801,B050503
3938,B140103,B100305,B430101,B140101,B670402,B100301,B740101,B521301,B140202,B100501
3939,A010401,A010302,A010402,A020302,A011004,A010404,A010608,A010403,A010613,A010902
3940,A010302,A010404,A010401,A010402,A011004,C030401,A010608,C170206,A010403,C030901
3941,C030401,C030901,C150101,C150405,C070101,C010206,C150301,C150302,C150401,C080201
3942,A040225,A070608,A010654,A010301,A030112,A010650,A040222,A050601,A020303,A020105
3943,B140103,B740101,B100305,B140101,B140102,B430101,B140203,B140201,B140202,B100301
3944,B100305,B670402,B521301,B480301,B150402,B740502,B141304,B650202,B141302,B920102
3945,C030401,C150101,C150405,C030901,C070101,C150301,C010206,C150302,C150401,C080201
3946,B140103,B740101,B140101,B140102,B200801,B480301,B140201,B100305,B740102,B430101
3947,B740101,B140103,B100305,B430101,B200801,B100504,B140101,B140102,B140202,B380404
3948,C170701,C010110,C010104,C080201,C070102,C070103,C060504,C070202,C150103,C060402
3949,B740101,B100305,B200801,B210802,B100502,B140103,B521301,B110203,B140203,B430101
3950,A010402,A020302,A011004,A040214,A090101,A010401,A010404,A010302,C170701,A010403
3951,A010401,A010302,A010402,A010404,A011004,A010608,A020302,A010403,A010602,A010613
3952,B100305,B430101,B521301,B100402,B100401,B650201,B140103,B740101,B200801,B100504
3953,A010401,A010402,A010404,A010302,A020302,A010608,A011004,A010403,A010501,A010644
3954,B140103,B740101,B100305,B210802,B430101,B380303,B890103,B670402,B200801,B110203
3955,A010404,A010402,A010302,A010401,A010403,A010501,A010608,A010101,A010201,A011004
3956,A010404,A010402,A010608,A010401,A010302,A010201,A010403,A010101,A010710,A010202
3957,B140103,B740101,B100305,B140101,B140102,B200801,B100504,B140202,B430101,B140203
3958,B740101,B100305,B140102,B670402,B890103,B140103,B740102,B150401,B430101,B200801
3959,A010401,A010402,A011004,A010302,A010404,A010608,A010101,A010403,A010902,A010613
3960,B140103,B740101,B100305,B200801,B430101,B140101,B210802,B670402,B100502,B140102
3961,C030401,C030901,C070101,C010206,C010110,C010104,C150101,C030404,C150405,C150302
3962,B100504,B200801,B210802,B140103,B670402,B740101,B100305,B430101,B140101,B140102
3963,A010401,A020302,A010402,A010302,A011004,A010404,A010644,A010613,A010602,A010608
3964,A010404,A010402,A010401,A010608,A010403,A010302,A010101,A011004,A010501,A010201
3965,A010404,A020302,A010902,A010607,A020303,A090101,A010302,A010402,A010401,A080103
3966,A010401,A020302,A010402,A010302,A010404,A010608,A010403,A010644,A011004,A010613
3967,B140103,B100305,B140101,B100504,B670402,B740101,B890103,B100502,B100301,B430101
3968,B430101,B100305,B740101,B140103,B200801,B380404,B890103,B100504,B470104,B140101
3969,B140103,B140101,B140102,B100305,B200801,B430101,B210802,B740101,B140201,B740102
3970,B140103,B100305,B140101,B430101,B140102,B740101,B670402,B890103,B100301,B051005
3971,B740101,B200801,B210802,B140101,B140103,B100301,B900103,B100305,B150402,B430101
3972,A010401,A010402,A010302,A010404,A010608,A011004,A010403,A010101,A020302,A010501
3973,A010402,A010302,A010401,A010608,A010404,A010501,A010201,A011004,A010403,A010710
3974,A010401,A010402,A010302,A010404,A011004,A010608,A010101,A010403,A010902,A010501
3975,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C010206,C150302,C150401
3976,C030401,C150101,C070101,C030901,C030404,C080201,C150405,C010206,C170206,C010110
3977,B140103,B740101,B430101,B200801,B100504,B140101,B100305,B110203,B140102,B380404
3978,A010401,A010402,A010302,A010404,A010608,A011004,A010101,A010403,A020302,A010501
3979,B140103,B430101,B140101,B210802,B100502,B100301,B051005,B740101,B100305,B160101
3980,A020302,A010602,A010401,A010302,A010613,A010601,A010603,A011004,A010402,A010404
3981,A010401,A010402,A011004,A010302,A020302,A010404,A010608,A010613,A040224,A010403
3982,B140103,B740101,B430101,B140101,B100305,B200801,B210802,B100504,B140102,B140203
3983,B740101,B140103,B100305,B200801,B430101,B100504,B140101,B140102,B890103,B110203
3984,A010401,A010402,A010302,A010404,A010403,A010608,A011004,A020302,A010101,A010501
3985,B430101,B740101,B100305,B200801,B380404,B380303,B140103,B890103,B051005,B210802
3986,C150405,C150101,C030401,C070101,C030901,C150301,C150401,C150302,C010206,C080201
3987,C030401,C030901,C150405,C150101,C150301,C070101,C080201,C150302,C010206,C150401
3988,A010401,A010302,A011004,A010402,A020302,A010404,C030401,A010403,C030901,A010608
3989,B740101,B140103,B100305,B200801,B430101,B100504,B140101,B140102,B380404,B110203
3990,B140103,B430101,B740101,B100305,B140101,B210802,B140102,B200801,B050101,B100504
3991,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010501,A010201
3992,A010404,A010402,A010608,A010401,A010302,A011004,A010101,A010403,A010202,A040224
3993,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010613,A010602
3994,A010401,A020302,A010402,A010302,A010404,A011004,A010608,A010644,A010501,A010403
3995,B210802,B100305,B740101,B521301,B140103,B430101,B480401,B200801,B050117,B100504
3996,A010401,A010402,A010302,A010404,A010608,A011004,A010403,A010101,A010902,A010501
3997,B050510,B430104,B430905,B050110,B430101,B100305,B380404,B100301,B100504,B050502
3998,A010402,A010401,A010403,A010404,A010501,A010201,A010302,A010608,A010202,A020302
3999,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A020302,A010101,A010902
4000,C030401,C150101,C150405,C030901,C070101,C150301,C150401,C150302,C010206,C080201
4001,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010501,A010201
4002,A010302,A020302,A010613,A010604,A010103,A010606,A020102,A040220,A010612,A010401
4003,A010401,A020302,A010644,A010602,A010613,A010402,A010302,A010601,A010603,A011001
4004,B140103,B740101,B430101,B140101,B100305,B140102,B100504,B210802,B200801,B140201
4005,A010404,A010402,A010302,A010401,A010608,A010501,A010201,A010403,A010101,A011004
4006,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A010613,A010101,A020302
4007,B140103,B740101,B100305,B200801,B430101,B140101,B100504,B140102,B140202,B140203
4008,B740101,B100305,B140103,B890103,B480301,B150102,B430101,B100101,B140101,B200801
4009,A010404,A010402,A010608,A010401,A010302,A010403,A010101,A011004,A010201,A010501
4010,B140103,B740101,B100305,B200801,B140101,B900103,B150102,B430101,B140102,B210802
4011,B140103,B100305,B430101,B210802,B140101,B740101,B050101,B670402,B200801,B521301
4012,B140103,B740101,B100305,B210802,B430101,B380404,B050101,B200801,B140101,B100504
4013,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C010206,C150302,C030204
4014,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B210802
4015,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A020302,A010902
4016,A010401,A010302,A010402,A010608,A011004,A010404,A010403,A020302,A010613,A010101
4017,B140103,B740101,B430101,B100305,B210802,B200801,B100504,B140101,B890103,B100502
4018,C030401,C030901,C150405,C150101,C080201,C150301,C070101,C010206,C150302,C030204
4019,A010401,A010302,A010402,A010404,A011004,A010608,A010403,A010101,A020302,A010902
4020,B430101,B100305,B380404,B200801,B740101,B140103,B051005,B100504,B890103,B380303
4021,A040224,A010402,A010602,A040229,A040217,B130801,A010404,A010401,A010302,A010608
4022,B140103,B740101,B200801,B430101,B100504,B140101,B100305,B110203,B140102,B380404
4023,A020302,A010401,A010302,A010644,A010402,A010613,A040224,A010404,A010602,A040222
4024,A010401,A010402,A010302,A010404,A020302,A011004,A010403,A010608,A010602,A010501
4025,B100504,B430101,B200801,B100301,B520503,B650202,B520603,B740402,B100305,B730302
4026,A010501,A020302,A010613,A010202,A040902,A010603,A010402,A010401,A010404,A010302
4027,A010402,A010404,A010401,A010302,A010403,A010101,A020302,A010608,A010710,A010501
4028,B140103,B740101,B430101,B100504,B210802,B160201,B100305,B380404,B100502,B100301
4029,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A020302
4030,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B110203,B140102,B380404
4031,A010402,A010302,A010403,A010404,A020302,A010401,A010608,A010644,A011004,A010101
4032,C030401,C030901,C150405,C150101,C080201,C070101,C030404,C170206,C150302,C150301
4033,C030401,C030901,C170206,C010206,C030404,C070203,C070103,C030105,C150103,C120601
4034,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C010206,C150401
4035,B740101,B430101,B890103,B670402,B100301,B110203,B480401,B900103,B100305,B140103
4036,B100305,B210802,B430101,B520503,B150102,B050117,B900102,B740101,B140103,B200801
4037,C030401,C030901,C150405,C150101,C070101,C080201,C150301,C010206,C150302,C030204
4038,C030401,C070101,C030901,C150101,C080201,C030404,C010206,C010110,C010104,C150405
4039,A010403,A020302,C030401,B210802,C170206,A010710,B100504,B100305,A010402,A010401
4040,C030901,C030401,C030404,C080201,C070101,C150101,C010104,C150405,C030104,C010110
4041,A010602,A010601,A020302,A040302,A010302,A010401,A011004,A010404,A010608,A010613
4042,B100305,B140103,B430101,B200801,B100301,B480301,B521301,B740101,B480401,B100501
4043,A010401,A020302,A010402,A010302,A010404,A010644,A010608,A010613,A010403,A011004
4044,B140103,B200801,B210802,B670402,B100502,B100305,B100101,B740101,B270402,C170503
4045,A010401,A010402,A010302,A010404,A020302,A010608,A011004,A010403,A010501,A010101
4046,A040217,A040229,A040224,A060166,A040228,A020302,A060167,A060114,A040233,A010401
4047,B140103,B430101,B200801,B210802,B140102,B100305,B740101,B670402,B100502,B140101
4048,B140103,B740101,B200801,B210802,B100504,B670402,B100305,B100301,B430101,B050101
4049,A010401,A020302,A010402,A010302,A010404,A010608,A011004,A010403,A010644,A010501
4050,C150405,C150101,C150302,C150301,C150401,C030901,C030401,C150103,C070101,C070202
4051,B740101,B100305,B430101,B210802,B100504,B380404,B140103,B140203,B200801,B740102
4052,B740101,B210802,B200801,B140103,B380404,B430101,B670402,B100305,B521301,B100504
4053,B140103,B740101,B100305,B430101,B200801,B140101,B140102,B100504,B890103,B140202
4054,A010401,A010403,A010613,A010402,A010302,A010404,A040233,A010608,A011004,A010501
4055,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010902,A020302
4056,B370906,C030706,B370905,B080301,B710102,B370904,C080201,B510501,B200801,B521301
4057,C030401,C150405,C150101,C030901,C070101,C150301,C150401,C150302,C010206,C080201
4058,B140103,B100305,B140101,B050101,B051005,B740101,B430101,B210802,B140102,B200801
4059,B740101,B140103,B100305,B140101,B200801,B100504,B430101,B140102,B140202,B110203
4060,B740101,B140103,B100305,B200801,B430101,B100504,B140101,B140102,B140202,B110203
4061,A010404,A010302,A010608,A010403,A010402,A010201,A010401,A020302,A010202,A010501
4062,C030401,C030901,C150405,C150101,C070101,C080201,C150301,C150302,C030404,C150401
4063,B140103,B740101,B100305,B200801,B430101,B140101,B140102,B100504,B140202,B890103
4064,C030901,C030401,C150101,C010206,C030310,C150405,C170206,C070101,C030208,C030404
4065,A010401,A010402,A010404,A010302,A020302,A010608,A011004,A010403,A010501,A010101
4066,B740101,B140103,B100305,B430101,B140101,B200801,B100504,B140102,B890103,B670402
4067,A020302,A060166,A060114,A040222,A010401,A040224,A040601,A020701,A060167,A090101
4068,A010401,A010402,A010302,A010404,A010608,A011004,A020302,A010403,A010613,A010101
4069,C030401,C030901,C030404,C080201,C150101,C030310,C070101,C030105,C170206,C030104
4070,B430101,B740101,B100305,B210802,B140103,B140101,B380303,B670402,B200801,B100504
4071,C030401,C150405,C150101,C030901,C070101,C150301,C150302,C150401,C010206,C080201
4072,A010401,A010402,A020302,A010302,A010404,A010608,A011004,A010403,A010501,A010101
4073,A010404,A010402,A010302,A010401,A010608,A011004,A010403,A010101,A010902,A010501
4074,B740101,B140103,B100305,B430101,B200801,B100504,B140101,B140102,B890103,B380404
4075,A020302,A010401,A040222,A010302,A010402,A040224,A040601,A010613,A020701,A060114
4076,B430101,B100305,B090402,B290301,B380201,B100801,B740101,B140103,B200801,B100504
4077,A010613,A010608,A011003,A010648,A010302,A010404,A010401,A011004,A010402,A010101
4078,B740101,B480301,B120602,B120605,B130501,B430602,B120901,B430101,B140103,B100305
4079,A010401,A020302,A010402,A010302,A010404,A010608,A011004,A010644,A010613,A010403
4080,B430101,B380303,B380404,B100305,B200801,B051005,B100504,B740101,B140103,B050101
4081,B100504,B380303,B100502,B100501,B380406,B050117,B050503,B470302,B100305,B430101
4082,A010401,A010404,A010402,A010302,A010608,A011004,A010403,A010101,A020302,A010902
4083,B210802,B140103,B100504,B521301,A010302,B050101,A010404,B100305,A010401,B430101
4084,A010401,A010302,A010402,A010404,A011004,A010608,A020302,A010602,A010403,A010902
4085,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A020302
4086,A010302,A010404,A010401,A010608,A010402,A011004,A010101,A010403,A020302,A010613
4087,B740101,B140103,B430101,B140101,B100305,B670402,B140102,B210802,B200801,B480301
4088,C030401,C030901,C080201,C070101,C030404,C150405,C150101,C170206,C010110,C010104
4089,A010101,A011004,A010501,A010608,A040229,A010404,A010302,A010402,A010401,A010403
4090,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010902,A010613
4091,B140103,B430101,B740101,B140102,B140101,B100305,B110203,B210802,B140202,B200801
4092,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B380404
4093,C030901,C030401,C150405,C150101,C170206,C150401,C120202,C070101,C170701,A010613
4094,B140103,B740101,B430101,B200801,B100504,B140101,B100305,B110203,B140102,B380404
4095,B100501,B100301,B740101,B100305,B380303,A010404,A010613,A010603,A010302,A010402
4096,B140103,B430101,B100504,B100301,B100501,B160402,B730401,B100305,B150601,B740101
4097,A020302,A010401,A010402,A010302,A010404,A060166,A040222,A040601,A010644,A060114
4098,A010501,A010613,A010402,A010404,A010401,A010302,A010608,A010403,A010201,A011004
4099,B100504,B740101,B210802,B140102,B140103,B100502,B100305,A010302,B430101,B110203
4100,B740101,B140103,B430101,B100305,B140101,B140102,B200801,B100504,B110203,B140202
4101,A010401,A010302,A010402,A010404,A010613,A010608,A010403,A010602,A011004,A010101
4102,B740101,B140103,B100305,B200801,B430101,B100504,B140102,B140101,B110203,B670402
4103,C030401,C030901,C150405,C150101,C070101,C150301,C080201,C170206,C150302,C030404
4104,A010402,A010404,A010302,A010401,A010608,A010403,A010501,A010101,A010201,A011004
4105,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C150401,C010206
4106,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010902,A010403,A020302
4107,B430101,B050101,B051005,B100504,B110203,B740101,B521301,B480401,B140103,B380303
4108,C030401,C030901,C150405,C150101,C150301,C080201,C070101,C150302,C010206,C150401
4109,A010402,A010404,A010401,A010302,A010201,A010613,A010608,A010601,A010403,A010202
4110,C030401,C150405,C030901,C150101,C070101,C150301,C150401,C150302,C010206,C080201
4111,A010302,A010401,A010402,A020302,A010608,A010404,A011004,A010403,A010602,A010613
4112,B100504,B210802,B100502,B521301,B140103,B140203,B100305,B430101,B740101,B100101
4113,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B110203,B140102,B380404
4114,C030401,C150101,C150405,C030901,C070101,C010206,C150301,C150401,C150302,C150103
4115,C030901,C030401,C170206,C170701,C070101,C010110,C010104,C110101,C030404,A010403
4116,A010404,A010402,A010302,A010608,A010101,A010403,A010401,A011004,A010501,A010201
4117,A010404,A010402,A010302,A010401,A010608,A010403,A010501,A010101,A010902,A010201
4118,C030401,C030901,C070101,C150405,C150101,C150401,C010110,C010206,C030404,C010104
4119,A010401,A010402,A010302,A020302,A011004,A010404,A010608,A010403,A010101,A010613
4120,A010401,A010302,A011004,A010402,A010404,A010608,A020302,A010403,A010613,A040224
4121,A010401,A010402,A010404,A010302,A020302,A010608,A011004,A010403,A010501,A010101
4122,A010401,A010302,A010402,A010404,A011004,A010608,A020302,A010403,A010613,A010101
4123,B140103,B740101,B430101,B100305,B140101,B200801,B140102,B210802,B380303,B050101
4124,B140103,B740101,B100305,B430101,B140101,B140102,B670402,B160201,B200801,B050101
4125,A020302,A010401,A040222,A040601,A020701,A090101,A010644,A010402,A010302,A020303
4126,B140103,B740101,B100305,B200801,B430101,B100504,B140101,B140102,B140202,B890103
4127,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010902,A020302
4128,C030401,C030901,C150405,C080201,C070101,C030404,C150101,C010104,C010110,C150301
4129,A020302,A010402,A010601,A040224,A010603,A020303,A010606,A010401,A090101,A010404
4130,B140103,B740101,B100305,B140101,B210802,B380404,B890103,B160201,B100502,B430101
4131,A020302,A010401,A010302,A010402,A010404,A010644,A011004,A010613,A010403,A010608
4132,B140103,B740101,B100305,B200801,B140101,B890103,B380404,B160201,B430101,B480301
4133,A020302,A010401,A010402,A010302,A010644,A011004,A010602,A040222,A040224,A010404
4134,A010401,A010402,A020302,A010404,A010302,A010608,A010403,A011004,A010501,A010644
4135,A010401,A010402,A010103,A011003,A010404,A010405,A010606,A010302,A040302,A010608
4136,C030401,C030901,A010401,A010302,A010402,A010404,A011004,A010608,A010403,C170206
4137,A010401,A010402,A010404,A010302,A011004,A010608,A010403,A020302,B140103,A010101
4138,A010302,A010402,A010613,A040224,A010404,A010401,A020303,A080106,A010403,A010608
4139,A010613,A010631,A060114,A010401,A010302,A010402,A010404,A011004,A010403,A020302
4140,A010402,A010404,A010302,A010401,A010403,A010608,A010501,A010101,A010201,A011004
4141,A010401,A010302,A010402,A010404,A010608,A011004,A020302,A010101,A010613,A010403
4142,A010401,A010302,A010404,A010402,A010608,A011004,A010403,A010101,A010902,A010501
4143,C030401,C150405,C030901,C150101,C150301,C150302,C070101,C080201,C150401,C010206
4144,B740101,B100305,B200801,B140101,B140103,B900103,B100402,B430101,B210802,B140102
4145,C150801,C040601,C090201,C030301,C030104,C100203,C070201,C030404,C030601,C080201
4146,B140103,B140101,B140102,B100305,B430101,B740101,B140203,B890103,B140202,B140201
4147,A010401,A010404,A010402,A010302,A010608,A011004,A010403,A010101,A010902,A010501
4148,A010606,A010601,A010710,A010602,A010603,A010401,A010402,A010404,A010302,A010902
4149,C030401,C030901,C150405,C070101,C150101,C150301,C150302,C080201,C010104,C030404
4150,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B110203,B140102,B210802
4151,C030401,C030901,C150405,C150101,C070101,C080201,C150301,C150302,C150401,C170206
4152,B140103,B740101,B200801,B430101,B140101,B100504,B100305,B140102,B110203,B210802
4153,A010302,A010401,A010403,A011004,A010613,A010404,A020302,A010402,A010608,A040224
4154,B140103,B740101,B430101,B200801,B100504,B140101,B100305,B110203,B140102,B380404
4155,A010401,A010402,A010302,A010404,A020302,A011004,A010403,A010608,A010613,A010602
4156,A010401,A010402,A010404,A020302,A010302,A010608,A011004,A010403,A010501,A010644
4157,C030901,C030401,C030404,C080201,C150101,C010104,C030104,C150301,C070101,C150405
4158,A010302,A010403,A010613,A010601,A040224,A010404,A010401,A010402,A090201,A010604
4159,C150405,C030401,C030901,C150101,C070101,C150302,C150301,C150401,C080201,C170206
4160,C150405,C030401,C030901,C150101,C070101,C080201,C150301,C150401,C150302,C170206
4161,A020302,A010501,A010901,A010612,A060166,A060167,A010645,A010402,A010404,A010401
4162,B160202,B160201,A010613,A040224,A011004,B670201,A010654,A010901,B071001,B740101
4163,A010401,A010402,A010302,A010404,A010608,A010403,A011004,A010501,A010101,A010201
4164,C030401,C030901,C150405,C070101,C150101,C080201,C150301,C150302,C030404,C010104
4165,A010302,A010602,A010401,A020302,A010601,A011004,A010603,A010402,A010613,A010404
4166,A010401,A010302,A011004,A010402,A010404,A010608,A020302,A010602,A010902,A010613
4167,B740101,B430101,B140103,B200801,B100504,B380404,B051005,B100305,B010106,B010102
4168,B100305,B100504,B100502,B480301,B370906,B560302,B370904,B080601,B240401,B470302
4169,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A010101,A010902,A010613
4170,B740101,B140103,B740102,B160202,B160402,B150104,B120602,B430402,B430501,B810201
4171,A020302,A040224,A010401,A010302,A011004,A010402,A010613,A010404,A010608,A010403
4172,C030401,C150405,C030901,C150101,C070101,C150302,C150301,C080201,C150401,C170206
4173,C150405,C150101,C030901,C030401,C150302,C150401,C150301,C070101,C080201,C150103
4174,A020302,A040222,A060166,A010401,A040224,A020303,A060114,A060167,A040233,A010602
4175,A010401,A010402,A010404,A010302,A011004,A010608,A010403,A010602,A020302,A010601
4176,B740101,B140103,B100305,B200801,B430101,B100504,B140101,B890103,B140102,B380404
4177,A010401,A010302,A010402,A010404,A010608,A011004,A010403,A020302,A010101,A010613
4178,A010401,A010402,A010302,A010404,A010608,A011004,A010403,A010101,A020302,A010501
4179,B140103,B740101,B430101,B200801,B140101,B100504,B100305,B140102,B110203,B210802
4180,C150101,C150405,C070101,C030401,C150103,C170206,C030901,C120601,C120101,C120201
4181,A010401,A010302,A010402,A010404,A010608,A011004,A010101,A010403,A010902,A010501
4182,A010401,A020302,A011004,A010302,A010602,A010402,A010608,A010404,A040224,A011001
4183,B100305,B140101,B100502,B521301,B100501,B100402,B140103,B150104,B330101,B740101
